kind,state,ic_index,value
residual_rms,omega,87,0.24445602297782898
error_rms,omega,87,0.005264959763735533
residual_rms,omega,88,0.6082951426506042
error_rms,omega,88,0.014261635020375252
residual_rms,omega,89,0.14968867599964142
error_rms,omega,89,0.004380102269351482
residual_rms,omega,90,0.8369178175926208
error_rms,omega,90,0.013020044192671776
residual_rms,omega,91,0.30900561809539795
error_rms,omega,91,0.006962898187339306
residual_rms,omega,92,0.43522030115127563
error_rms,omega,92,0.003460499458014965
residual_rms,omega,93,0.7254028916358948
error_rms,omega,93,0.00831837672740221
residual_rms,omega,94,0.33025434613227844
error_rms,omega,94,0.0033710214775055647
residual_rms,omega,95,0.15780530869960785
error_rms,omega,95,0.003449470503255725
residual_rms,omega,96,0.22464804351329803
error_rms,omega,96,0.004073033109307289
residual_rms,omega,97,0.05700477585196495
error_rms,omega,97,0.0020397768821567297
residual_rms,omega,98,0.7595183849334717
error_rms,omega,98,0.014957117848098278
residual_rms,omega,99,0.2342463582754135
error_rms,omega,99,0.00965707004070282
residual_rms,E_d_dash,0,0.028351735323667526
error_rms,E_d_dash,0,0.0045624831691384315
residual_rms,E_d_dash,1,0.043717723339796066
error_rms,E_d_dash,1,0.0026170648634433746
residual_rms,E_d_dash,2,0.029297126457095146
error_rms,E_d_dash,2,0.002025140915066004
residual_rms,E_d_dash,3,0.04471787065267563
error_rms,E_d_dash,3,0.0042743864469230175
residual_rms,E_d_dash,4,0.03402522951364517
error_rms,E_d_dash,4,0.003938259091228247
residual_rms,E_d_dash,5,0.05183346942067146
error_rms,E_d_dash,5,0.0028312578797340393
residual_rms,E_d_dash,6,0.055758193135261536
error_rms,E_d_dash,6,0.005295980721712112
residual_rms,E_d_dash,7,0.05092605575919151
error_rms,E_d_dash,7,0.004615684039890766
residual_rms,E_d_dash,8,0.0385022796690464
error_rms,E_d_dash,8,0.004635822493582964
residual_rms,E_d_dash,9,0.02633524499833584
error_rms,E_d_dash,9,0.0035104562994092703
residual_rms,E_d_dash,10,0.04235914722084999
error_rms,E_d_dash,10,0.0027520793955773115
residual_rms,E_d_dash,11,0.03972325846552849
error_rms,E_d_dash,11,0.0022846939973533154
residual_rms,E_d_dash,12,0.03929384797811508
error_rms,E_d_dash,12,0.002582910005003214
residual_rms,E_d_dash,13,0.04285404831171036
error_rms,E_d_dash,13,0.002710397355258465
residual_rms,E_d_dash,14,0.02702282927930355
error_rms,E_d_dash,14,0.003478473285213113
residual_rms,E_d_dash,15,0.029947439208626747
error_rms,E_d_dash,15,0.0037851419765502214
residual_rms,E_d_dash,16,0.04011400043964386
error_rms,E_d_dash,16,0.003192260628566146
residual_rms,E_d_dash,17,0.04943815991282463
error_rms,E_d_dash,17,0.0035246277693659067
residual_rms,E_d_dash,18,0.03614825755357742
error_rms,E_d_dash,18,0.0054535409435629845
residual_rms,E_d_dash,19,0.028848161920905113
error_rms,E_d_dash,19,0.0034826924093067646
residual_rms,E_d_dash,20,0.0494978129863739
error_rms,E_d_dash,20,0.00402770284563303
residual_rms,E_d_dash,21,0.0669468492269516
error_rms,E_d_dash,21,0.005698340479284525
residual_rms,E_d_dash,22,0.04479854181408882
error_rms,E_d_dash,22,0.005067140329629183
residual_rms,E_d_dash,23,0.043163739144802094
error_rms,E_d_dash,23,0.0043138545006513596
residual_rms,E_d_dash,24,0.02980700694024563
error_rms,E_d_dash,24,0.004445959348231554
residual_rms,E_d_dash,25,0.03895598277449608
error_rms,E_d_dash,25,0.002712980844080448
residual_rms,E_d_dash,26,0.03311573341488838
error_rms,E_d_dash,26,0.002783961361274123
residual_rms,E_d_dash,27,0.054500512778759
error_rms,E_d_dash,27,0.005827026907354593
residual_rms,E_d_dash,28,0.028965016826987267
error_rms,E_d_dash,28,0.0035365417134016752
residual_rms,E_d_dash,29,0.04770614579319954
error_rms,E_d_dash,29,0.004983246326446533
residual_rms,E_d_dash,30,0.05264177918434143
error_rms,E_d_dash,30,0.006748054642230272
residual_rms,E_d_dash,31,0.04062265530228615
error_rms,E_d_dash,31,0.003085256787016988
residual_rms,E_d_dash,32,0.03197416663169861
error_rms,E_d_dash,32,0.0018969555385410786
residual_rms,E_d_dash,33,0.05186054855585098
error_rms,E_d_dash,33,0.005394571926444769
residual_rms,E_d_dash,34,0.024536989629268646
error_rms,E_d_dash,34,0.0031243902631103992
residual_rms,E_d_dash,35,0.05117484927177429
error_rms,E_d_dash,35,0.006642860826104879
residual_rms,E_d_dash,36,0.05240614712238312
error_rms,E_d_dash,36,0.006378479301929474
residual_rms,E_d_dash,37,0.06294633448123932
error_rms,E_d_dash,37,0.0068896254524588585
residual_rms,E_d_dash,38,0.020808668807148933
error_rms,E_d_dash,38,0.001500148675404489
residual_rms,E_d_dash,39,0.028909599408507347
error_rms,E_d_dash,39,0.0012611408019438386
residual_rms,E_d_dash,40,0.04686659201979637
error_rms,E_d_dash,40,0.005063444375991821
residual_rms,E_d_dash,41,0.047228045761585236
